0.01,0.000531018,-1.57,-0.00042647,0.785,0.000161858,0.9
0.02,0.000532868,-1.57,-0.000427848,0.785,0.000162407,0.9
0.03,0.000534717,-1.57,-0.000429226,0.785,0.000162956,0.9
0.04,0.000493797,-1.57,-0.000332818,0.785,0.00112095,0.9
0.05,0.00037763,-1.57,-6.69762e-05,0.785,0.00223584,0.9
0.06,0.00018978,-1.57,0.000368643,0.785,0.00335848,0.9
0.07,-6.67921e-05,-1.57,0.000955672,0.785,0.00449028,0.9
0.08,-0.000388032,-1.57,0.0016916,0.785,0.00557865,0.9
0.09,-0.000771563,-1.57,0.00256871,0.785,0.00667493,0.9
0.1,-0.00121427,-1.57,0.00358008,0.785,0.00777925,0.9
0.11,-0.00171338,-1.57,0.00471869,0.785,0.00889101,0.9
0.12,-0.00226609,-1.57,0.00597883,0.785,0.00996166,0.9
0.13,-0.00286989,-1.57,0.00735428,0.785,0.0110405,0.9
0.14,-0.0035223,-1.57,0.00883928,0.785,0.0121276,0.9
0.15,-0.00422101,-1.57,0.0104281,0.785,0.0132229,0.9
0.16,-0.0049637,-1.57,0.0121156,0.785,0.014326,0.9
0.17,-0.00574825,-1.57,0.0138969,0.785,0.0154368,0.9
0.18,-0.00657259,-1.57,0.0157669,0.785,0.0165554,0.9
0.19,-0.00743467,-1.57,0.0177208,0.785,0.0176833,0.9
0.2,-0.00833277,-1.57,0.0197547,0.785,0.0187678,0.9
0.21,-0.00833277,-1.57,0.0197547,0.785,0.0187678,0.9
0.22,-0.00926501,-1.57,0.0218641,0.785,0.0198604,0.9
0.23,-0.0102297,-1.57,0.0240451,0.785,0.020961,0.9
0.24,-0.0112252,-1.57,0.0262935,0.785,0.0220692,0.9
0.25,-0.0122498,-1.57,0.0286059,0.785,0.0231363,0.9
0.26,-0.0133022,-1.57,0.0309788,0.785,0.0242116,0.9
0.27,-0.0143808,-1.57,0.0334088,0.785,0.0253448,0.9
0.28,-0.0154843,-1.57,0.0358925,0.785,0.026436,0.9
0.29,-0.0166114,-1.57,0.038427,0.785,0.0275349,0.9
0.3,-0.0177608,-1.57,0.0410093,0.785,0.0286416,0.9
0.31,-0.0189313,-1.57,0.0436366,0.785,0.0297561,0.9
0.32,-0.0201217,-1.57,0.0463059,0.785,0.03088,0.9
0.33,-0.0213311,-1.57,0.0490152,0.785,0.0319606,0.9
0.34,-0.0225583,-1.57,0.0517617,0.785,0.0330493,0.9
0.35,-0.0238024,-1.57,0.0545432,0.785,0.0341461,0.9
0.36,-0.0250625,-1.57,0.0573573,0.785,0.0352506,0.9
0.37,-0.0263375,-1.57,0.060202,0.785,0.0363141,0.9
