0.01,0.000631494,3.14,-0.000476863,1.57,0.000185472,0.5
0.02,0.000633401,3.14,-0.000478218,1.57,0.000186022,0.5
0.03,0.000635309,3.14,-0.000479573,1.57,0.000186571,0.5
0.04,0.000600109,3.14,-0.000375115,1.57,0.00114481,0.5
0.05,0.000500591,3.14,-8.64106e-05,1.57,0.00225971,0.5
0.06,0.00034027,3.14,0.000384585,1.57,0.00338235,0.5
0.07,0.000122741,3.14,0.00102115,1.57,0.00451415,0.5
0.08,-0.000149231,3.14,0.00181968,1.57,0.00560252,0.5
0.09,-0.000471678,3.14,0.00277212,1.57,0.00669879,0.5
0.1,-0.000841956,3.14,0.00387118,1.57,0.00780311,0.5
0.11,-0.00125714,3.14,0.00510953,1.57,0.00891486,0.5
0.12,-0.00171432,3.14,0.00648113,1.57,0.0099855,0.5
0.13,-0.00221087,3.14,0.00797946,1.57,0.0110643,0.5
0.14,-0.00274423,3.14,0.00959847,1.57,0.0121514,0.5
0.15,-0.00331198,3.14,0.0113321,1.57,0.0132467,0.5
0.16,-0.00391173,3.14,0.0131751,1.57,0.0143498,0.5
0.17,-0.00454125,3.14,0.015122,1.57,0.0154606,0.5
0.18,-0.00519842,3.14,0.0171678,1.57,0.0165793,0.5
0.19,-0.00519842,3.14,0.0171678,1.57,0.0165793,0.5
0.2,-0.00658748,3.14,0.0215362,1.57,0.0187917,0.5
0.21,-0.00731574,3.14,0.0238503,1.57,0.0198842,0.5
0.22,-0.00806404,3.14,0.0262453,1.57,0.0209848,0.5
0.23,-0.00883064,3.14,0.0287164,1.57,0.0220929,0.5
0.24,-0.00961382,3.14,0.0312604,1.57,0.02316,0.5
0.25,-0.0104121,3.14,0.0338733,1.57,0.0242354,0.5
0.26,-0.0112239,3.14,0.0365516,1.57,0.0253686,0.5
0.27,-0.0120479,3.14,0.0392917,1.57,0.0264598,0.5
0.28,-0.0128827,3.14,0.0420906,1.57,0.0275587,0.5
0.29,-0.013727,3.14,0.0449451,1.57,0.0286653,0.5
0.3,-0.0145795,3.14,0.0478522,1.57,0.0297799,0.5
0.31,-0.015439,3.14,0.0508089,1.57,0.0309038,0.5
0.32,-0.0163046,3.14,0.0538127,1.57,0.0319844,0.5
0.33,-0.017175,3.14,0.0568611,1.57,0.0330731,0.5
0.34,-0.0180492,3.14,0.0599514,1.57,0.0341699,0.5
0.35,-0.0189263,3.14,0.0630812,1.57,0.0352744,0.5
0.36,-0.0198053,3.14,0.0662484,1.57,0.0363378,0.5
0.37,-0.0206853,3.14,0.0694509,1.57,0.0374096,0.5
0.38,-0.0206853,3.14,0.0694509,1.57,0.0374096,0.5
0.39,-0.0215655,3.14,0.0726865,1.57,0.0385394,0.5
0.4,-0.022445,3.14,0.0759531,1.57,0.0396271,0.5
0.41,-0.0233231,3.14,0.0792494,1.57,0.0407226,0.5
0.42,-0.0241994,3.14,0.0825738,1.57,0.041826,0.5
0.43,-0.0250729,3.14,0.0859244,1.57,0.0429373,0.5
0.44,-0.0259431,3.14,0.0892995,1.57,0.0440582,0.5
0.45,-0.0268093,3.14,0.0926978,1.57,0.0451357,0.5
0.46,-0.0276708,3.14,0.0961175,1.57,0.0462213,0.5
0.47,-0.0285272,3.14,0.0995573,1.57,0.0473152,0.5
0.48,-0.0293778,3.14,0.103016,1.57,0.0484167,0.5
0.49,-0.030222,3.14,0.106492,1.57,0.0494773,0.5
0.5,-0.0310594,3.14,0.109983,1.57,0.0505957,0.5
0.51,-0.0318895,3.14,0.11349,1.57,0.0517218,0.5
0.52,-0.0327116,3.14,0.11701,1.57,0.0528059,0.5
0.53,-0.0335252,3.14,0.120543,1.57,0.0538978,0.5
0.54,-0.03433,3.14,0.124086,1.57,0.0549976,0.5
0.55,-0.0351254,3.14,0.127639,1.57,0.0561055,0.5
0.56,-0.0359111,3.14,0.131202,1.57,0.0572231,0.5
0.57,-0.0366869,3.14,0.134773,1.57,0.0582973,0.5
0.58,-0.0374523,3.14,0.138351,1.57,0.0593797,0.5
0.59,-0.0382071,3.14,0.141936,1.57,0.0604704,0.5
0.6,-0.038951,3.14,0.145526,1.57,0.0615688,0.5
0.61,-0.0396835,3.14,0.149122,1.57,0.0626755,0.5
0.62,-0.0404045,3.14,0.152722,1.57,0.06379,0.5
0.63,-0.0411137,3.14,0.156326,1.57,0.0649121,0.5
0.64,-0.0418109,3.14,0.159933,1.57,0.0659924,0.5
0.65,-0.0424958,3.14,0.163543,1.57,0.0670805,0.5
0.66,-0.0431682,3.14,0.167154,1.57,0.0681767,0.5
0.67,-0.0438278,3.14,0.170767,1.57,0.0692809,0.5
0.68,-0.0444745,3.14,0.174381,1.57,0.0703953,0.5
0.69,-0.0451081,3.14,0.177995,1.57,0.071466,0.5
0.7,-0.0457285,3.14,0.181609,1.57,0.072545,0.5
0.71,-0.0463355,3.14,0.185223,1.57,0.0736814,0.5
0.72,-0.0469288,3.14,0.188835,1.57,0.0747764,0.5
0.73,-0.0475083,3.14,0.192446,1.57,0.0758789,0.5
0.74,-0.0480739,3.14,0.196056,1.57,0.0769892,0.5
0.75,-0.0486255,3.14,0.199663,1.57,0.0781073,0.5
0.76,-0.0491629,3.14,0.203267,1.57,0.0791837,0.5
0.77,-0.049686,3.14,0.206869,1.57,0.080268,0.5
0.78,-0.0501947,3.14,0.210468,1.57,0.0813603,0.5
0.79,-0.0506888,3.14,0.214063,1.57,0.0824608,0.5
0.8,-0.0511683,3.14,0.217655,1.57,0.0835719,0.5
0.81,-0.0511683,3.14,0.217655,1.57,0.0835719,0.5
0.82,-0.0520831,3.14,0.224826,1.57,0.085764,0.5
0.83,-0.0525184,3.14,0.228405,1.57,0.0868962,0.5
0.84,-0.0529388,3.14,0.23198,1.57,0.0879868,0.5
0.85,-0.0533441,3.14,0.235549,1.57,0.0890852,0.5
0.86,-0.0537343,3.14,0.239113,1.57,0.0901913,0.5
0.87,-0.0541093,3.14,0.242672,1.57,0.0913053,0.5
0.88,-0.0544691,3.14,0.246226,1.57,0.0923777,0.5
0.89,-0.0548135,3.14,0.249773,1.57,0.0934581,0.5
0.9,-0.0551426,3.14,0.253315,1.57,0.0945465,0.5
0.91,-0.0554562,3.14,0.25685,1.57,0.0956432,0.5
0.92,-0.0557544,3.14,0.26038,1.57,0.0967511,0.5
0.93,-0.0560371,3.14,0.263903,1.57,0.0978638,0.5
0.94,-0.0563043,3.14,0.267419,1.57,0.0989842,0.5
0.95,-0.0565559,3.14,0.270929,1.57,0.100112,0.5
0.96,-0.0567919,3.14,0.274431,1.57,0.101198,0.5
0.97,-0.0567919,3.14,0.274431,1.57,0.101198,0.5
0.98,-0.0570123,3.14,0.277927,1.57,0.102292,0.5
0.99,-0.057217,3.14,0.281416,1.57,0.103394,0.5
1,-0.0574061,3.14,0.284898,1.57,0.104504,0.5
1.01,-0.0575798,3.14,0.288373,1.57,0.105573,0.5
1.02,-0.0577378,3.14,0.291841,1.57,0.106649,0.5
1.03,-0.0578801,3.14,0.295302,1.57,0.107734,0.5
1.04,-0.0580066,3.14,0.298756,1.57,0.108879,0.5
1.05,-0.0581175,3.14,0.302202,1.57,0.10998,0.5
1.06,-0.0582126,3.14,0.30564,1.57,0.111088,0.5
1.07,-0.0582918,3.14,0.309071,1.57,0.112204,0.5
1.08,-0.0583553,3.14,0.312493,1.57,0.113328,0.5
1.09,-0.0584029,3.14,0.315908,1.57,0.11441,0.5
1.1,-0.0584346,3.14,0.319315,1.57,0.115499,0.5
1.11,-0.0584506,3.14,0.322714,1.57,0.116597,0.5
1.12,-0.0584507,3.14,0.326105,1.57,0.117703,0.5
1.13,-0.0584349,3.14,0.329487,1.57,0.118767,0.5
1.14,-0.0584033,3.14,0.332862,1.57,0.11984,0.5
1.15,-0.0583559,3.14,0.336228,1.57,0.12097,0.5
1.16,-0.0582925,3.14,0.339586,1.57,0.122112,0.5
1.17,-0.0582135,3.14,0.342936,1.57,0.123208,0.5
1.18,-0.0581186,3.14,0.346278,1.57,0.124311,0.5
1.19,-0.0580079,3.14,0.349611,1.57,0.125422,0.5
1.2,-0.0578813,3.14,0.352936,1.57,0.126542,0.5
1.21,-0.057739,3.14,0.356252,1.57,0.127619,0.5
1.22,-0.0575809,3.14,0.35956,1.57,0.128705,0.5
1.23,-0.0574071,3.14,0.36286,1.57,0.129798,0.5
1.24,-0.0572174,3.14,0.366151,1.57,0.1309,0.5
1.25,-0.057012,3.14,0.369433,1.57,0.132009,0.5
1.26,-0.0567909,3.14,0.372708,1.57,0.133126,0.5
1.27,-0.0565541,3.14,0.375973,1.57,0.13425,0.5
1.28,-0.0563014,3.14,0.379231,1.57,0.135387,0.5
1.29,-0.0560332,3.14,0.382479,1.57,0.136478,0.5
1.3,-0.0557493,3.14,0.385719,1.57,0.137576,0.5
1.31,-0.0554497,3.14,0.388951,1.57,0.138682,0.5
1.32,-0.0551344,3.14,0.392174,1.57,0.139796,0.5
1.33,-0.0548036,3.14,0.395389,1.57,0.140869,0.5
1.34,-0.0544571,3.14,0.398594,1.57,0.141949,0.5
1.35,-0.054095,3.14,0.401792,1.57,0.143087,0.5
1.36,-0.0537174,3.14,0.40498,1.57,0.144183,0.5
1.37,-0.0533242,3.14,0.408161,1.57,0.145287,0.5
1.38,-0.0529155,3.14,0.411332,1.57,0.146398,0.5
1.39,-0.0524912,3.14,0.414495,1.57,0.147517,0.5
1.4,-0.0520514,3.14,0.417649,1.57,0.148649,0.5
1.41,-0.0515962,3.14,0.420795,1.57,0.149734,0.5
1.42,-0.0511255,3.14,0.423932,1.57,0.150827,0.5
1.43,-0.0511255,3.14,0.423932,1.57,0.150827,0.5
1.44,-0.0501379,3.14,0.430181,1.57,0.153037,0.5
1.45,-0.0496211,3.14,0.433293,1.57,0.154154,0.5
1.46,-0.0496211,3.14,0.433293,1.57,0.154154,0.5
1.47,-0.049089,3.14,0.436396,1.57,0.155278,0.5
1.48,-0.0485416,3.14,0.439491,1.57,0.156409,0.5
1.49,-0.0479789,3.14,0.442577,1.57,0.157499,0.5
1.5,-0.047401,3.14,0.445656,1.57,0.158597,0.5
1.51,-0.0468081,3.14,0.448726,1.57,0.159701,0.5
1.52,-0.0461999,3.14,0.451787,1.57,0.160814,0.5
1.53,-0.0455764,3.14,0.45484,1.57,0.161941,0.5
1.54,-0.0449377,3.14,0.457884,1.57,0.16302,0.5
1.55,-0.0442839,3.14,0.46092,1.57,0.164107,0.5
1.56,-0.0436149,3.14,0.463947,1.57,0.165252,0.5
1.57,-0.0429307,3.14,0.466966,1.57,0.166355,0.5
1.58,-0.0422314,3.14,0.469976,1.57,0.167466,0.5
1.59,-0.041517,3.14,0.472978,1.57,0.168583,0.5
1.6,-0.0407875,3.14,0.475971,1.57,0.169708,0.5
1.61,-0.0400429,3.14,0.478955,1.57,0.170792,0.5
1.62,-0.0392834,3.14,0.481931,1.57,0.171884,0.5
1.63,-0.0385088,3.14,0.484898,1.57,0.172982,0.5
1.64,-0.0377193,3.14,0.487857,1.57,0.174089,0.5
1.65,-0.0369147,3.14,0.490807,1.57,0.175211,0.5
1.66,-0.0360953,3.14,0.493749,1.57,0.176334,0.5
1.67,-0.0352611,3.14,0.496682,1.57,0.177463,0.5
